term,tfidf_mean
집중해서,0.0015052518707087121
캐스팅,0.0014989251015904883
나오는,0.001491634524802092
솔직히,0.0014903065579316478
뻔한,0.0014788028821719119
대박,0.0014771921266938162
좋은영화,0.0014742232110408265
다했다,0.001470482127078738
아니라,0.001469202107995087
그렇게,0.001465679772280189
있어요,0.0014577279301149458
있었어요,0.001453133793697383
처음부터,0.0014490451951394423
배우연기가,0.0014446307985900653
돋보이는,0.001442176242207049
영화라,0.0014419458897209408
갈수록,0.0014418851184127238
가는줄,0.0014416853949382744
요즘,0.00144121854688439
잘하네요,0.0014334712095414894
웃다,0.0014323127666514084
스토리와,0.001427106654911357
마음에,0.0014262511623740085
왔어요,0.0014233909575709753
영월에,0.0014229269085743537
재밌네요,0.00142127061465923
삶을,0.0014181114441083873
그런지,0.0014140120437161126
좋음,0.001411202743602739
이야기가,0.0014108141467272838
다소,0.0014101993015981852
나왔어요,0.0014087331572438832
박지훈배우,0.0014044473051382138
훌륭한,0.0014035802016507091
말이,0.0014028205984396127
멋진,0.0014009969337374928
천만영화,0.0014008323383480862
기억에,0.00139895331847321
장면이,0.0013965459941646652
스토리는,0.001395437753967583
잔잔한,0.0013935105135948092
사람,0.0013916460581678107
내용을,0.0013897752929248322
잘하셔서,0.0013888062095035235
몰입도,0.0013881556615389984
있었던,0.0013842464772583342
부모님,0.001379743032325377
유해진배우의,0.001372423545804553
보고싶은,0.0013691377479089942
몰입감을,0.0013663590947049747
안타깝고,0.0013661043559924115
재미있었습니다,0.0013618020123918697
강추합니다,0.0013596003759376318
재밌었습니다,0.0013566932258540568
최근,0.0013555555271408538
살짝,0.0013510448792787933
가서,0.0013480299879410746
뭔가,0.0013449675453703644
오늘,0.0013447234068380953
제대로,0.0013442741918932915
전하,0.0013432490456130963
혼자,0.0013420828315533907
감동적으로,0.0013420714257048152
그저,0.0013387098250848232
부모님과,0.0013342233359336843
한국,0.001331732121662439
것이,0.0013311978494317046
아이들과,0.0013282073382706228
같네요,0.0013258656912248819
모시고,0.0013244742074982002
즐거운,0.0013191345672147726
따뜻한,0.0013189785490704264
가족끼리,0.0013175257812154185
연출과,0.001315825522304375
바탕으로,0.0013154751958067076
몰입,0.0013146375710027085
때문에,0.001312459703161828
되어,0.00130929662771202
있었지만,0.0013068605855228413
사람이,0.0013023968412704285
감정을,0.0012912272278049442
주르륵,0.0012912117497456206
깊게,0.0012891238274252198
보다가,0.001287042064486922
영화관,0.0012865075546538757
감독님의,0.001284315744175392
이게,0.0012812754635871013
하나,0.0012804900505828526
최고에요,0.0012801886520663287
연기력과,0.0012789783683737328
박지훈은,0.0012734581999108677
별로,0.0012732739518471253
잘보았습니다,0.0012672143871708987
좋았던,0.001263847547397102
감동적이었습니다,0.0012633562149009453
나왔네요,0.0012621624336039065
가볍게,0.001257463102249269
배우는,0.001256426254729347
되었습니다,0.0012549400791009501
잘함,0.0012539702855639352
영화보고,0.0012469467736807335
나온,0.0012453018538652375
역사적인,0.0012431122765456488
부분이,0.001242366221311702
감정이,0.0012366974682149136
몰입도가,0.0012360926983007543
내용이,0.0012324643496579545
났어요,0.001228047500260749
굿굿,0.0012256129978039025
감명깊게,0.0012193294792048085
재미도,0.0012178087624625765
